,index,member,thickness,lithology,facies,grade,features,sample_name,sample_height,sample_facies,sample_features,facies_simplified,sample_facies_simplified,trace_facies_simplified,sample_lith,trace_facies,d13c_carb,d18o_carb,Li_umol_molCa,Na_mmol_molCa,Mg_mmol_molCa,Al_mmol_molCa,K_mmol_molCa,V_umol_molCa,Mn_mmol_molCa,Fe_mmol_molCa,Rb_umol_molCa,Sr_mmol_molCa,Th_umol_molCa,U_umol_molCa,sample_height_scaled
208,GSM Type 3,TLM,67.6,siliciclastic,siltstone,CUS,,C1_8.0,8.0,sandy pink crystalline limestone,,siltstone,sandy limestone,,sandy ls,,-11.32091141,-14.98603249,,,,,,,,,,,,,75.6
209,GSM Type 3,TLM,15.7,siliciclastic,carbonate cemented sandstone,CUS,,C1_11.6,11.6,sandy dolostone,,sandstone,sandy dolostone,,dol,,-11.21916771,-14.90768147,,,,,,,,,,,,,51.120000000000005
210,GSM Type 4,TLM,6.6,siliciclastic,cross-bedded siltstone[red grainstone],FUS,,C2_0.0,0.0,pink crystalline limestone,,limestone-siltstone rhythmite,crystalline limestone,,ls,,-10.57814884,-15.40195084,,,,,,,,,,,,,85.0
211,GSM Type 4,TLM,11.2,limestone,green grainstone[siltstone] rhythmite,FUS,,C2_0.6,0.6,pink crystalline limestone,,limestone-siltstone rhythmite,crystalline limestone,,ls,,-10.7947731,-15.68125439,,,,,,,,,,,,,86.68
212,GSM Type 4,TLM,1.4,siliciclastic,siltstone,,,C2_1.6,1.6,pink crystalline limestone,,siltstone,crystalline limestone,,ls,,-10.70801353,-15.49519062,,,,,,,,,,,,,89.48
213,GSM Type 4,TLM,,,,,,C2_2.5,2.5,pink crystalline limestone,,,crystalline limestone,,ls,,-10.53432655,-15.92866707,,,,,,,,,,,,,92.0
214,GSM Type 4,TLM,,,,,,C2_3.5,3.5,pink crystalline limestone,,,crystalline limestone,,ls,,-10.38566399,-15.66445827,,,,,,,,,,,,,94.8
215,GSM Type 4,TLM,,,,,,C2_4.5,4.5,pink crystalline limestone,,,crystalline limestone,,ls,,-9.88126564,-15.83752251,,,,,,,,,,,,,97.6
216,GSM Type 4,TLM,,,,,,C2_5.5,5.5,pink crystalline limestone,,,crystalline limestone,,ls,,-9.691524506,-15.74461746,,,,,,,,,,,,,100.4
217,GSM Type 4,TLM,,,,,,C2_6.5,6.5,pink crystalline limestone,,,crystalline limestone,,ls,,-9.644076347,-15.58504486,,,,,,,,,,,,,103.2
218,GSM Type 4,TLM,,,,,,C2_7.6,7.6,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.091451645,-15.93753242,,,,,,,,,,,,,106.28
219,GSM Type 4,TLM,,,,,,C2_8.6,8.6,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.078943253,-15.6491785,,,,,,,,,,,,,109.08
220,GSM Type 4,TLM,,,,,,C2_9.6,9.6,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-8.815067291,-15.31305122,,,,,,,,,,,,,111.88
221,GSM Type 4,TLM,,,,,,C2_10.6,10.6,green and pink crystalline limestone,,,crystalline limestone,,ls,,-8.545452118,-15.33586693,,,,,,,,,,,,,114.67999999999999
222,GSM Type 4,TLM,,,,,,C2_11.6,11.6,green and pink crystalline limestone,,,crystalline limestone,,ls,,-8.390976906,-15.56324863,,,,,,,,,,,,,117.47999999999999
223,GSM Type 4,TLM,,,,,,C2_12.6,12.6,green and pink crystalline limestone,,,crystalline limestone,,ls,,-8.32875061,-15.49907684,,,,,,,,,,,,,120.28
224,GSM Type 4,TLM,,,,,,C2_13.6,13.6,green crystalline limestone,,,crystalline limestone,,ls,,-8.046017647,-15.5731802,,,,,,,,,,,,,123.08
225,GSM Type 4,TLM,,,,,,C2_14.6,14.6,green crystalline limestone,,,crystalline limestone,,ls,,-8.190982819,-15.70575809,,,,,,,,,,,,,125.88
226,GSM Type 4,TLM,,,,,,C2_15.0,15.0,green crystalline limestone,,,crystalline limestone,,ls,,-8.122467041,-15.68919945,,,,,,,,,,,,,127.0
227,GSM Type 4,TLM,,,,,,C2_16.0,16.0,green crystalline limestone,,,crystalline limestone,,ls,,-7.800318241,-15.7115593,,,,,,,,,,,,,129.8
228,GSM Type 4,TLM,,,,,,C2_17.0,17.0,grey crystalline limestone,,,crystalline limestone,,ls,,-7.606199265,-15.62584686,,,,,,,,,,,,,132.6
229,GSM Type 4,TLM,,,,,,C2_17.8,17.8,grey crystalline limestone,,,crystalline limestone,,ls,,-7.383796692,-15.6125927,,,,,,,,,,,,,134.84
230,Marmot Road,TLM,13.0,limestone,silty limestone[grainstone],,,C3_0.0,0.0,sandy grainstone,,silty limestone,sandy limestone,,sandy ls,,-10.23222542,-16.173069,,,,,,,,,,,,,85.0
231,Marmot Road,TLM,5.4,cover,cover,,,C3_1.0,1.0,sandy grainstone,,cover,sandy limestone,,sandy ls,,-10.73711109,-15.3083849,,,,,,,,,,,,,87.0
232,Marmot Road,TLM,4.7,limestone,silty limestone[grainstone],CUS,,C3_2.0,2.0,sandy grainstone,,silty limestone,sandy limestone,,sandy ls,,-10.9544239,-14.67012501,,,,,,,,,,,,,89.0
233,Marmot Road,TLM,,,,,,C3_2.7,2.7,sandy grainstone,,,sandy limestone,,sandy ls,,-10.31482315,-15.93330956,,,,,,,,,,,,,90.4
234,Marmot Road,TLM,,,,,,C3_3.7,3.7,sandy grainstone,,,sandy limestone,,sandy ls,,-9.768551826,-16.2354641,,,,,,,,,,,,,92.4
235,Marmot Road,TLM,,,,,,C3_4.7,4.7,sandy grainstone,,,sandy limestone,,sandy ls,,-10.04157543,-15.99763012,,,,,,,,,,,,,94.4
236,Marmot Road,TLM,,,,,,C3_5.0,5.0,sandy crystalline limestone,,,sandy limestone,,sandy ls,,-9.682067871,-15.65914917,,,,,,,,,,,,,95.0
237,Marmot Road,TLM,,,,,,C3_5.7,5.7,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.598297119,-15.40947437,,,,,,,,,,,,,96.4
238,Marmot Road,TLM,,,,,,C3_6.4,6.4,sandy grainstone,,,sandy limestone,,sandy ls,,-9.765411377,-15.72076893,,,,,,,,,,,,,97.8
239,Marmot Road,TLM,,,,,,C3_7.0,7.0,sandy grainstone,,,sandy limestone,,sandy ls,,-9.799118042,-16.05093765,,,,,,,,,,,,,99.0
240,Marmot Road,TLM,,,,,,C3_7.7,7.7,sandy grainstone,,,sandy limestone,,sandy ls,,-9.575378418,-16.11741829,,,,,,,,,,,,,100.4
241,Marmot Road,TLM,,,,,,C3_10.0,10.0,sandy green crystalline limestone,,,sandy limestone,,sandy ls,,-9.631971359,-15.64709663,,,,,,,,,,,,,105.0
242,Marmot Road,TLM,,,,,,C3_11.0,11.0,sandy grainstone,,,sandy limestone,,sandy ls,,-8.983100891,-15.59103489,,,,,,,,,,,,,107.0
243,Marmot Road,TLM,,,,,,C3_12.0,12.0,sandy grainstone,,,sandy limestone,,sandy ls,,-9.112164497,-15.73012733,,,,,,,,,,,,,109.0
244,Marmot Road,TLM,,,,,,C3_13.0,13.0,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-8.792297363,-15.49883842,,,,,,,,,,,,,111.0
245,Marmot Road,TLM,,,,,,C3_18.4,18.4,sandy green crystalline limestone,,,sandy limestone,,sandy ls,,-8.816198349,-15.86826229,,,,,,,,,,,,,121.8
246,Marmot Road,TLM,,,,,,C3_19.5,19.5,grey crystalline limestone,,,crystalline limestone,,ls,,-8.2865839,-16.03286171,,,,,,,,,,,,,124.0
247,Marmot Road,TLM,,,,,,C3_20.0,20.0,grey crystalline limestone,,,crystalline limestone,,ls,,-8.408572197,-16.06349945,,,,,,,,,,,,,125.0
248,Marmot Road,TLM,,,,,,C3_20.5,20.5,grey crystalline limestone,,,crystalline limestone,,ls,,-8.356907845,-15.8040781,,,,,,,,,,,,,126.0
249,Marmot Road,TLM,,,,,,C3_21.0,21.0,sandy grainstone,,,sandy limestone,,sandy ls,,-8.233840942,-15.93623257,,,,,,,,,,,,,127.0
250,Marmot Road,TLM,,,,,,C3_21.5,21.5,sandy grainstone,,,sandy limestone,,sandy ls,,-8.156827927,-15.82307243,,,,,,,,,,,,,128.0
251,Marmot Road,TLM,,,,,,C3_22.0,22.0,sandy grainstone,,,sandy limestone,,sandy ls,,-8.136852264,-15.34939194,,,,,,,,,,,,,129.0
252,Marmot Road,TLM,,,,,,C3_22.5,22.5,sandy grainstone,,,sandy limestone,,sandy ls,,-8.088464737,-15.79475498,,,,,,,,,,,,,130.0
253,Marmot Road,TLM,,,,,,C3_23.1,23.1,sandy grainstone,,,sandy limestone,,sandy ls,,-7.879134655,-15.95513535,,,,,,,,,,,,,131.2
254,Pyrite Point,TLM,16.2,siliciclastic,siltstone; pyrite inclusions,,pyrite,C5_17.6,17.6,sandy pink crystalline limestone,laminated,siltstone,sandy limestone,,sandy ls,,-10.57352924,-14.38682747,,,,,,,,,,,,,78.72
255,Pyrite Point,TLM,18.4,siliciclastic,siltstone[rippled cross-bedded grainstone; intraclast pink carbonate breccia],FUS,ripples,C5_18.4,18.4,sandy pink crystalline limestone,laminated,limestone-siltstone rhythmite,sandy limestone,,sandy ls,,-10.56262684,-14.41404915,,,,,,,,,,,,,80.47999999999999
256,Pyrite Point,TLM,9.4,siliciclastic,siltstone[rippled cross-bedded grainstone with pyrite inclusions; intraclast pink carbonate breccia],FUS,ripples,C5_18.8,18.8,sandy pink crystalline limestone,laminated,limestone-siltstone rhythmite,sandy limestone,,sandy ls,,-10.4292984,-14.32014751,,,,,,,,,,,,,81.36000000000001
257,Pyrite Point,TLM,,,,,,C5_19.0,19.0,sandy pink crystalline limestone,laminated,,sandy limestone,,sandy ls,,-10.58471298,-14.51070309,,,,,,,,,,,,,81.80000000000001
258,Pyrite Point,TLM,,,,,,C5_19.4,19.4,sandy pink crystalline limestone,laminated,,sandy limestone,,sandy ls,,-10.25913239,-14.41390419,,,,,,,,,,,,,82.68
259,Pyrite Point,TLM,,,,,,C5_20.3,20.3,sandy pink crystalline limestone,laminated,,sandy limestone,,sandy ls,,-10.25157833,-14.4398613,,,,,,,,,,,,,84.66
260,Pyrite Point,TLM,,,,,,C5_22.8,22.8,sandy pink crystalline limestone,laminated,,sandy limestone,,sandy ls,,-10.11903095,-14.44569302,,,,,,,,,,,,,90.16
261,Pyrite Point,TLM,,,,,,C5_23.1,23.1,sandy pink crystalline limestone,laminated,,sandy limestone,,sandy ls,,-10.0459156,-14.36587238,,,,,,,,,,,,,90.82000000000001
262,Pyrite Point,TLM,,,,,,C5_23.3,23.3,sandy pink crystalline limestone,laminated,,sandy limestone,,sandy ls,,-10.07325172,-14.5697813,,,,,,,,,,,,,91.26
263,Pyrite Point,TLM,,,,,,C5_24.1,24.1,sandy pink crystalline limestone,laminated,,sandy limestone,,sandy ls,,-9.873186111,-14.42150879,,,,,,,,,,,,,93.02000000000001
264,Pyrite Point,TLM,,,,,,C5_27.2,27.2,sandy pink crystalline limestone,laminated,,sandy limestone,,sandy ls,,-9.602511406,-14.63660622,,,,,,,,,,,,,99.84
265,Pyrite Point,TLM,,,,,,C5_27.5,27.5,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.691013336,-14.53872681,,,,,,,,,,,,,100.5
266,Pyrite Point,TLM,,,,,,C5_27.9,27.9,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.670253754,-14.52899647,,,,,,,,,,,,,101.38
267,Pyrite Point,TLM,,,,,,C5_28.3,28.3,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.46364212,-14.51674843,,,,,,,,,,,,,102.26
268,Pyrite Point,TLM,,,,,,C5_28.7,28.7,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.689195633,-14.49651051,,,,,,,,,,,,,103.14
269,Pyrite Point,TLM,,,,,,C5_28.9,28.9,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.549531937,-14.65649414,,,,,,,,,,,,,103.58000000000001
270,Pyrite Point,TLM,,,,,,C5_29.4,29.4,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.596092224,-14.61542225,,,,,,,,,,,,,104.68
271,Pyrite Point,TLM,,,,,,C5_29.7,29.7,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.232915878,-14.56885052,,,,,,,,,,,,,105.34
272,Pyrite Point,TLM,,,,,,C5_30.6,30.6,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.230163574,-14.62837887,,,,,,,,,,,,,107.32000000000001
273,Pyrite Point,TLM,,,,,,C5_30.8,30.8,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.338025093,-14.78385925,,,,,,,,,,,,,107.76
274,Pyrite Point,TLM,,,,,,C5_31.5,31.5,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.041032791,-14.68814278,,,,,,,,,,,,,109.30000000000001
275,Pyrite Point,TLM,,,,,,C5_31.8,31.8,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.316072464,-14.73420048,,,,,,,,,,,,,109.96000000000001
276,Pyrite Point,TLM,,,,,,C5_33.6,33.6,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.273223877,-14.59179688,,,,,,,,,,,,,113.92000000000002
277,Pyrite Point,TLM,,,,,,C5_33.9,33.9,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.322041512,-14.51510143,,,,,,,,,,,,,114.58
278,Pyrite Point,TLM,,,,,,C5_34.4,34.4,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.102345467,-14.53616047,,,,,,,,,,,,,115.68
279,Pyrite Point,TLM,,,,,,C5_34.6,34.6,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.08124733,-14.17494297,,,,,,,,,,,,,116.12
280,Pyrite Point,TLM,,,,,,C5_35.0,35.0,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.026691437,-14.48356247,,,,,,,,,,,,,117.0
281,Pyrite Point,TLM,,,,,,C5_35.2,35.2,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.240082741,-14.66834545,,,,,,,,,,,,,117.44000000000001
282,Pyrite Point,TLM,,,,,,C5_35.3,35.3,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-8.979057312,-14.54461288,,,,,,,,,,,,,117.66
283,Pyrite Point,TLM,,,,,,C5_35.5,35.5,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-8.856304169,-14.59589672,,,,,,,,,,,,,118.10000000000001
284,Pyrite Point,TLM,,,,,,C5_35.8,35.8,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-8.940348625,-14.55666256,,,,,,,,,,,,,118.76
285,Pyrite Point,TLM,,,,,,C5_36.0,36.0,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-8.932647705,-14.76031113,,,,,,,,,,,,,119.2
286,Pyrite Point,TLM,,,,,,C5_36.2,36.2,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-8.993420601,-14.68384361,,,,,,,,,,,,,119.64000000000001
287,Pyrite Point,TLM,,,,,,C5_36.4,36.4,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-8.992422104,-14.75339127,,,,,,,,,,,,,120.08
288,Pyrite Point,TLM,,,,,,C5_36.9,36.9,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-9.001066208,-14.84707451,,,,,,,,,,,,,121.18
289,Pyrite Point,TLM,,,,,,C5_39.9,39.9,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-8.681721687,-14.79050922,,,,,,,,,,,,,127.78
290,Pyrite Point,TLM,,,,,,C5_42.5,42.5,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-8.360273361,-14.81538105,,,,,,,,,,,,,133.5
291,Pyrite Point,TLM,,,,,,C5_42.8,42.8,sandy pink crystalline limestone,,,sandy limestone,,sandy ls,,-8.425477028,-14.82930279,,,,,,,,,,,,,134.16
292,Pyrite Point,TLM,,,,,,C5_42.9,42.9,sandy pink crystalline limestone,sulfides,,sandy limestone,,sandy ls,,-8.299994469,-14.74498081,,,,,,,,,,,,,134.38
293,Pyrite Point,TLM,,,,,,C5_43.1,43.1,sandy pink crystalline limestone,sulfides,,sandy limestone,,sandy ls,,-8.400743484,-14.83895016,,,,,,,,,,,,,134.82
294,Pyrite Point,TLM,,,,,,C5_43.3,43.3,sandy pink crystalline limestone,sulfides,,sandy limestone,,sandy ls,,-8.513385773,-14.76063633,,,,,,,,,,,,,135.26
295,Pyrite Point,TLM,,,,,,C5_43.5,43.5,sandy pink crystalline limestone,sulfides,,sandy limestone,,sandy ls,,-8.316430092,-14.672328,,,,,,,,,,,,,135.7
296,Pyrite Point,TLM,,,,,,C5_43.7,43.7,sandy pink crystalline limestone,sulfides,,sandy limestone,,sandy ls,,-8.281479836,-14.77988148,,,,,,,,,,,,,136.14000000000001
297,Pyrite Point,TLM,,,,,,C5_44.0,44.0,sandy pink crystalline limestone,sulfides,,sandy limestone,,sandy ls,,-8.235296249,-14.67097092,,,,,,,,,,,,,136.8
298,McKale Creek,WMM,3.0,siliciclastic,mudstone,,"bedded, sulfides",C16_161.5,161.5,limestone cemented sandstone,,mudstone,sandy limestone,sandy limestone,sandy ls,limestone cemented sandstone,-6.699127197,-18.27578735,2.166110127,0.240419819,9.309491729,0.091587452,-1.758820018,0.046352279,4.695077062,8.014255495,0.206154777,2.052729577,0.061525839,0.204703751,161.5
299,McKale Creek,WMM,3.0,siliciclastic,sandstone,,sulfides,C16_162.0,162.0,limestone cemented sandstone,,sandstone,sandy limestone,,sandy ls,,-6.590511799,-18.43522263,,,,,,,,,,,,,162.0
300,McKale Creek,WMM,1.0,siliciclastic,mudstone,,"bedded, sulfides",C16_163.1,163.1,limestone cemented sandstone,,mudstone,sandy limestone,,sandy ls,,-5.517249107,-17.79676056,,,,,,,,,,,,,163.1
301,McKale Creek,WMM,3.5,siliciclastic,sandstone,,sulfides,C16_164.0,164.0,wackestone,,sandstone,wackestone,wackestone,ls,wackestone,-5.486806393,-16.87005043,7.119447697,0.501145255,12.53191094,0.432827442,1.592745525,-0.039282549,1.518045035,6.264055293,0.366758848,2.555325627,0.108148289,0.184302482,164.0
302,McKale Creek,WMM,4.0,siliciclastic,sandstone[mudstone],,,C16_165.0,165.0,ls mudstone,,sandstone,ls mudstone,,ls,,-5.581342697,-17.90714264,,,,,,,,,,,,,165.0
303,McKale Creek,WMM,2.8,siliciclastic,mudstone,,bedded,C16_165.3,165.3,limestone cemented sandstone,,mudstone,sandy limestone,sandy limestone,sandy ls,limestone cemented sandstone,-5.262210846,-17.23843193,2.767055102,0.48200629,7.554316603,0.296577031,0.398223464,-0.08291391,1.032896287,3.186816419,0.096319894,2.14451935,0.239018261,0.90183485,165.3
304,McKale Creek,WMM,7.9,siliciclastic,sandstone,,"bedded, sulfides",C16_166.3,166.3,limestone cemented sandstone,,sandstone,sandy limestone,sandy limestone,sandy ls,limestone cemented sandstone,-5.7794137,-17.79530907,11.54326622,1.487929703,13.74595895,0.881176186,2.350632526,0.228314439,0.883862205,8.110101469,4.885631837,3.131641763,0.3184177,0.196961497,166.3
305,McKale Creek,WMM,0.3,siliciclastic,sandstone,,,C16_166.4,166.4,limestone cemented sandstone,,sandstone,sandy limestone,,sandy ls,,-5.338428497,-17.57663345,,,,,,,,,,,,,166.4
306,McKale Creek,WMM,5.1,siliciclastic,mudstone,,bedded,C16_167.4,167.4,ls mudstone,,mudstone,ls mudstone,ls mudstone,ls,ls mudstone,-5.147033691,-17.64927673,7.509475668,0.270592307,18.69484833,0.112443042,0.522352936,0.154542887,0.428492674,5.016307957,0.126037706,4.644752434,0.010970055,0.244231223,167.4
307,McKale Creek,WMM,6.9,siliciclastic,mudstone[sandstone],,sulfides,C16_168.4,168.4,wackestone,,mudstone,wackestone,,ls,,-4.415678024,-17.24007416,,,,,,,,,,,,,168.4
308,McKale Creek,WMM,16.5,siliciclastic,sandstone[mudstone],,sulfides,C16_169.6,169.6,ls mudstone,,sandstone,ls mudstone,ls mudstone,ls,ls mudstone,-5.070957184,-17.25761032,5.7876761,0.349551584,16.63076195,0.097318071,0.67490987,0.118314722,0.452337663,1.82252742,0.162658177,4.504724459,0.012519128,0.191622464,169.6
309,McKale Creek,WMM,14.5,siliciclastic,mudstone,,convoluted,C16_170.6,170.6,ls mudstone,,mudstone,ls mudstone,,ls,,-4.650882244,-16.84319305,,,,,,,,,,,,,170.6
310,McKale Creek,WMM,4.0,siliciclastic,mudstone,,sulfides,C16_171.6,171.6,ls mudstone,,mudstone,ls mudstone,ls mudstone,ls,ls mudstone,-4.768340588,-17.37109184,6.623695581,0.416686628,18.60023964,0.070180095,0.506324684,-0.022301879,0.456296593,9.93626256,1.347567766,5.356910621,0.003410493,0.420880478,171.6
311,McKale Creek,WMM,4.0,siliciclastic,mudstone,,,C16_172.6,172.6,ls mudstone,,mudstone,ls mudstone,ls mudstone,ls,ls mudstone,-4.974720955,-17.54391098,5.169591527,0.37205715,16.37527299,0.036609532,0.48971192,0.019714908,0.319282862,3.252003048,0.117607158,4.996843191,0.006907485,0.5131319,172.6
312,McKale Creek,WMM,14.0,siliciclastic,mudstone,,,C16_173.6,173.6,ls mudstone,,mudstone,ls mudstone,,ls,,-4.10891819,-17.58621216,,,,,,,,,,,,,173.6
313,McKale Creek,WMM,14.6,siliciclastic,mudstone[sandstone],,,C16_174.6,174.6,ls mudstone,,mudstone,ls mudstone,ls mudstone,ls,ls mudstone,-3.273938656,-16.22459793,2.44936759,0.103671246,14.39309691,0.0312083,0.140590846,0.029222265,0.488007596,5.64034249,0.021933664,4.855792967,0.03427481,0.233079884,174.6
314,McKale Creek,WMM,1.8,limestone,carbonate clast breccia,FUS,ICT,C16_175.6,175.6,ls mudstone,,carbonate breccia,ls mudstone,,ls,,-4.54378891,-17.33488464,,,,,,,,,,,,,175.6
315,McKale Creek,WMM,1.1,siliciclastic,sandstone,,,C16_176.6,176.6,ls mudstone,,sandstone,ls mudstone,ls mudstone,ls,ls mudstone,-4.632104874,-17.09058571,4.668838752,0.175699901,17.98678168,0.027886298,0.309748055,0.038316845,0.450266248,6.144930421,0.070373727,5.788360807,0.00144671,0.146131961,176.6
316,McKale Creek,WMM,1.0,limestone,carbonate clast breccia,,ICT,C16_177.6,177.6,ls mudstone,,carbonate breccia,ls mudstone,ls mudstone,ls,ls mudstone,-4.982627869,-17.09893608,3.823634125,0.379012356,16.48485018,0.058577016,0.292828828,-0.034608892,0.454706438,8.09244268,0.99915373,5.20768425,0.001250441,0.19471935,177.6
317,McKale Creek,WMM,0.1,siliciclastic,sandstone,,,C16_178.6,178.6,ls mudstone,,sandstone,ls mudstone,,ls,,-4.445110798,-16.96455193,,,,,,,,,,,,,178.6
318,McKale Creek,WMM,0.5,limestone,carbonate clast breccia,,,C16_179.5,179.5,ls mudstone,,carbonate breccia,ls mudstone,ls mudstone,ls,ls mudstone,-4.923003197,-18.33932114,6.207928267,0.623061513,8.291511957,0.075106757,0.720214989,0.023351852,0.383893078,5.217073692,0.186152674,3.727454653,0.016274942,1.371614575,179.5
319,McKale Creek,WMM,0.4,siliciclastic,sandstone,,,C16_180.5,180.5,ls mudstone,,sandstone,ls mudstone,,ls,,-4.476861954,-17.30300713,,,,,,,,,,,,,180.5
320,McKale Creek,WMM,0.8,limestone,carbonate clast breccia,,ICT,C16_181.5,181.5,ls mudstone,,carbonate breccia,ls mudstone,ls mudstone,ls,ls mudstone,-4.319487095,-16.82635117,4.007706871,0.221537188,16.69106923,0.051307791,0.441751987,0.020289408,0.369701094,5.521863371,0.101699736,5.312855378,0.001460217,0.03944245,181.5
321,McKale Creek,WMM,2.0,limestone,sandstone[carbonate clast breccia],,ICT,C16_182.5,182.5,ls mudstone,,siltstone-intraclast carbonate breccia couplets,ls mudstone,,ls,,-4.685499668,-16.62101364,,,,,,,,,,,,,182.5
322,McKale Creek,WMM,22.7,siliciclastic,sandstone,,,C16_183.5,183.5,ls mudstone,sulfides,sandstone,ls mudstone,ls mudstone,ls,ls mudstone,-1.929136276,-15.43745422,5.284816856,0.398181327,3.350279865,0.071963676,0.098754325,0.026283763,0.747453779,0.105136851,0.597119798,0.805644687,0.020956767,0.352999011,183.5
323,McKale Creek,WMM,1.0,limestone,carbonate clast breccia,,ICT,C16_184.5,184.5,ls mudstone,,carbonate breccia,ls mudstone,ls mudstone,ls,ls mudstone,-5.019248962,-16.6860218,3.69077683,0.497843986,15.5520586,0.03991617,0.586574292,0.049693725,0.448540972,0.867901145,0.146248892,4.641212589,0.008321427,0.395108081,184.5
324,McKale Creek,WMM,2.0,siliciclastic,sandstone,,massive,C16_185.5,185.5,ls mudstone,sulfides,sandstone,ls mudstone,,ls,,-5.420912743,-16.66033554,,,,,,,,,,,,,185.5
325,McKale Creek,WMM,1.5,limestone,carbonate clast breccia,FUS,ICT,C16_187.0,187.0,sandy grainstone,sulfides,carbonate breccia,sandy limestone,sandy limestone,sandy ls,sandy grainstone,-4.923845291,-16.69885635,3.128644357,0.24591904,17.20119622,0.063746925,0.107716509,-1.42e-06,0.879056448,8.250678413,0.016947059,4.135140409,0.009993309,0.069539515,187.0
326,McKale Creek,WMM,6.2,siliciclastic,sandstone,,,C16_187.8,187.8,sandy grainstone,sulfides,sandstone,sandy limestone,,sandy ls,,-5.021736145,-16.72045898,,,,,,,,,,,,,187.8
327,McKale Creek,WMM,10.0,siliciclastic,mudstone[sandstone],,sulfides,C16_188.4,188.4,ls mudstone,,mudstone,ls mudstone,ls mudstone,ls,ls mudstone,-5.221403599,-16.37733078,7.446046072,0.568265205,19.65277432,0.362802603,1.618204141,0.059615675,1.221038288,10.12550793,0.375462883,4.61480674,0.04817377,0.270063818,188.4
328,McKale Creek,WMM,5.0,limestone,limestone cemented sandstone[siliciclastic breccia],,,C16_189.4,189.4,sandy grainstone,sulfides,carbonate cemented siltstone,sandy limestone,sandy limestone,sandy ls,sandy grainstone,-4.641938686,-15.66182041,6.252401327,0.524339554,12.5246446,0.018165438,0.072925297,0.002860206,1.533794316,0.707868047,0.517102474,2.713980888,0.000689991,0.11698218,189.4
329,McKale Creek,WMM,2.8,limestone,sandstone[limestone cemented sandstone],,,C16_190.3,190.3,sandy grainstone,sulfides,carbonate cemented siltstone,sandy limestone,,sandy ls,,-4.540484905,-16.54142761,,,,,,,,,,,,,190.3
330,McKale Creek,WMM,26.3,limestone,ls mudstone,,"sulfides, fissile, scours",C16_191.3,191.3,ls mudstone,sulfides,ls mudstone,ls mudstone,ls mudstone,ls,ls mudstone,-4.824121952,-16.71564484,2.422379519,0.22191938,19.01956319,0.043219938,0.289055417,0.080455053,1.575934529,7.32211296,0.061263939,4.415430124,0.005648592,0.094864443,191.3
331,McKale Creek,WMM,3.0,limestone,mudstone[ls mudstone],,,C16_192.3,192.3,ls mudstone,sulfides,ls mudstone,ls mudstone,,ls,,-5.290744305,-16.67438507,,,,,,,,,,,,,192.3
332,McKale Creek,WMM,2.7,siliciclastic,sandstone,,,C16_198.3,198.3,ls mudstone,sulfides,sandstone,ls mudstone,ls mudstone,ls,ls mudstone,-5.466349125,-16.91957855,2.072822929,0.121777939,19.6080482,0.038058213,0.219451563,0.010556825,1.347268033,4.158330798,0.044508048,4.522530981,0.002594514,0.094183857,198.3
333,McKale Creek,WMM,2.1,siliciclastic,mudstone,,,C16_202.3,202.3,ls mudstone,sulfides,mudstone,ls mudstone,,ls,,-4.260579586,-16.7799511,,,,,,,,,,,,,202.3
