run_no,sample_simple,sample_name,member,type,loc,facies,features,thin_section,d13c_carb,d18o_carb,Li_umol_molCa,Na_mmol_molCa,Mg_mmol_molCa,Al_mmol_molCa,K_mmol_molCa,V_umol_molCa,Mn_mmol_molCa,Fe_mmol_molCa,Rb_umol_molCa,Sr_mmol_molCa,Th_umol_molCa,U_umol_molCa
2,CV239,C4_ICT1_39,WMM,ict,hidden_ict,silty grainstone,,,1.784328938,-15.85054398,2.736872288,0.117559294,21.92626809,0.029706148,0.080059298,0.101137312,1.902946682,0.832997558,0.005121253,1.186740332,0.001427739,0.269330949
2,CV222,C4_ICT1_4,WMM,ict,hidden_ict,ls mudstone,,,0.044408798,-14.20666981,3.302898826,0.141324817,28.12442784,0.068378477,0.13866649,1.062877679,0.513682987,0.340533879,0.017657949,1.442902605,0.000642341,0.34427728
2,CV240,C4_ICT1_41,WMM,ict,hidden_ict,ls mudstone,,,-3.883167744,-16.68286896,5.665097582,0.740039981,31.42654718,0.357376221,0.726135028,0.12760632,2.776675082,6.839387282,0.144212764,1.184822349,0.024094466,0.183032126
2,CV223,C4_ICT1_6,WMM,ict,hidden_ict,ls mudstone,,,-3.043255329,-17.12009048,6.390207677,0.497388336,19.26717147,0.186492108,1.094989217,0.032229885,2.00696149,1.685587089,0.228137029,1.321286249,0.004492845,0.339849024
2,CV224,C4_ICT1_8,WMM,ict,hidden_ict,ls mudstone,,,0.217856884,-15.55067635,8.958562022,0.239863476,28.97152755,0.152398879,0.214350348,1.90433242,0.523076245,0.553429193,0.035830653,2.266184931,0.004155249,0.297477064
2,CV245,C4_ICT2_10,WMM,ict,hidden_ict,ls mudstone,,,-0.453319073,-14.95063496,3.437951965,0.15280387,26.74842263,0.186515418,0.275495112,0.413586142,0.859733854,0.394501533,0.042825316,1.878737659,0.00873693,0.208386154
2,CV246,C4_ICT2_12,WMM,ict,hidden_ict,ls mudstone,,y,0.886975765,-11.47235584,2.6064749,0.07980782,21.15348821,0.066053418,0.108645323,0.783125581,0.387733961,0.260484687,0.011792732,1.481616431,0.000736461,0.374367193
2,CV247,C4_ICT2_14,WMM,ict,hidden_ict,grey crystalline limestone,,,-5.211423397,-16.14413834,5.572014784,0.359408942,19.32390762,0.379415045,1.630846696,0.234801868,1.879704228,2.537671139,0.325930109,0.699426484,0.017040452,0.627473656
2,CV248,C4_ICT2_16,WMM,ict,hidden_ict,sandy grainstone,,,-2.217838764,-16.21783447,3.626948001,0.225167751,19.50635111,0.074102582,0.294878863,-0.03317824,2.858183513,2.317147807,0.041477313,1.162831142,0.002012222,0.507646212
2,CV249,C4_ICT2_18,WMM,ict,hidden_ict,grey crystalline limestone,,,-5.260126114,-16.24332619,4.574879145,0.367006892,15.63416814,0.138867497,1.291353487,0.001793849,1.512521291,1.060680898,0.254071522,0.828601367,0.006952405,0.35146888
2,CV241,C4_ICT2_2,WMM,ict,hidden_ict,sandy grainstone,,,-2.213097095,-15.50493622,8.618633104,0.084466961,12.03946892,0.02883502,0.065229805,0.017866316,2.60702725,2.475752246,0.004481241,0.878686908,0.002952892,0.405176139
2,CV250,C4_ICT2_20,WMM,ict,hidden_ict,ls mudstone,,,-1.837524176,-16.12185669,5.976929745,0.332943885,20.27138431,0.193491125,0.741655661,0.105267948,1.209299638,0.303857176,0.151653013,3.222979621,0.003735101,0.271666322
2,CV242,C4_ICT2_4,WMM,ict,hidden_ict,ls mudstone,,,-5.549380302,-16.03851318,5.694929961,0.376623443,16.46264879,0.428047348,1.795728592,0.145180721,1.520643772,1.809905207,0.361906549,0.619214973,0.021503872,0.27746853
2,CV243,C4_ICT2_6,WMM,ict,hidden_ict,grey crystalline limestone,,,-5.633850098,-16.12088776,5.107674392,0.366273646,16.57966705,0.141043285,0.514194636,0.21642601,1.164110189,0.99777431,0.086891407,0.432617558,0.004517763,0.202647461
2,CV244,C4_ICT2_8,WMM,ict,hidden_ict,grey crystalline limestone,,,-5.872590065,-16.08460999,5.513595275,0.959158725,21.75507896,0.437842642,1.3773436,0.147549597,1.550259656,4.212042844,0.305124975,0.697958443,0.043021079,0.204921573
1,CV29,C8_104.6,TLM,section,temple_sec,sandy crystalline limestone with microcrystalline dolomite,,y,-8.916954,-15.21728611,8.091503408,2.821718596,14.00821924,0.238527831,0.837115438,0.135868956,10.39436485,1.407345777,1.51233298,0.531787425,0.020365687,0.244913831
1,CV30,C8_111.0_purple,TLM,section,temple_sec,sandy pink crystalline limestone,,,-8.6417665,-15.30418301,11.16254322,3.226210213,16.17221755,0.436480279,1.351630592,0.144693534,8.778123103,1.641191432,2.255019126,0.440798599,0.043498941,0.23616814
1,CV31,C8_115.1_white,TLM,section,temple_sec,sandy tan crystalline limestone,,,-8.4833193,-15.27438736,7.936083154,2.724317112,15.62806046,0.191528123,1.192034563,0.008123296,7.643153553,0.588170969,1.936484399,0.3640146,0.016464893,0.151817979
1,CV32,C8_119.8,TLM,section,temple_sec,sandy tan crystalline limestone,,,-8.2619305,-15.12695885,16.55380347,2.577439985,12.94559922,0.450721755,2.069145376,0.25098285,6.418751086,1.920369344,3.244807703,0.415629942,0.028473818,0.510254105
1,CV33,C8_128.1,TLM,section,temple_sec,green crystalline limestone,,,-7.8228836,-14.91936302,12.51654993,0.429312983,11.25496789,0.104271529,0.542085583,-0.018225651,3.260000135,0.324948385,0.93581598,0.327869378,0.002695549,0.506169233
2,CV189,C8_35.6,TLM,section,temple_sec,sandy pink crystalline limestone,,,-10.6086216,-15.25792217,5.683293462,3.200392434,17.77922792,0.332112761,0.409498314,0.158018519,11.73698504,2.024243528,0.096730728,0.576825734,0.034782518,0.852141204
1,CV-24,C8_6.3,TLM,section,temple_sec,grey crystalline limestone,,,-12.335146,-14.12032795,234.3238919,5.982197362,796.2559993,6.386954161,26.71939397,-0.392377326,112.7574497,102.5027231,34.69415383,0.724985547,0.466986027,0.27446831
2,CV190,C8_60.2,TLM,section,temple_sec,sandy grainstone,,,-10.59755898,-14.75698471,223.2028812,22.36477174,261.0510762,10.2962143,28.73893288,-0.525300312,29.26002294,31.01227051,6.671500451,0.740889537,1.163440591,1.004852685
2,CV191,C8_70.1,TLM,section,temple_sec,sandy pink crystalline limestone,,,-11.27788544,-15.83085632,11.94553932,11.06764534,39.37200714,0.848191141,1.44633052,0.100864881,22.61854066,2.581769168,0.349277536,0.67965229,0.059063317,0.248682235
1,CV-25,C8_70.8,TLM,section,temple_sec,sandy pink crystalline limestone,,,-10.98971,-15.56378078,7.713300592,4.342869265,13.15667018,0.278993484,0.27614499,0.113203034,9.158769036,1.291283192,0.965328301,0.568932461,0.007421766,0.244060731
2,CV192,C8_71.1,TLM,section,temple_sec,sandy green and pink crystalline limestone,,,-10.76332569,-16.47158241,6.334516086,4.044612202,12.59889077,0.377531658,0.582177857,0.099795883,10.52198265,1.132187715,0.151486836,0.597226755,0.01357278,0.340269282
2,CV193,C8_73.1,TLM,section,temple_sec,sandy pink crystalline limestone,,,-10.17246628,-15.61396313,8.84374218,2.644248903,14.79515576,0.309997535,0.563779511,0.28066294,8.016347069,1.049825292,0.131483714,0.543666648,0.006626436,0.305472312
2,CV194,C8_73.4,TLM,section,temple_sec,sandy pink crystalline limestone,,,-10.18840408,-15.79570103,5.291014037,1.619858408,18.23190333,0.114144459,0.24673382,0.031341984,9.370327231,0.948290838,0.049778887,0.549485907,0.012230645,0.277900275
2,CV195,C8_77.3,TLM,section,temple_sec,pink crystalline limestone,,,-9.788320541,-18.02100754,3.494631309,1.47246986,12.81667286,0.116427705,0.304311762,0.102776404,11.00248069,1.141579097,0.064901414,0.510630528,0.014794565,0.828144498
1,CV-26,C8_77.6,TLM,section,temple_sec,sandy pink crystalline limestone,,,-9.6977587,-17.16054535,6.457719204,2.441976508,11.86444955,0.183642579,0.336130662,0.007737139,10.50640284,1.218877641,0.948657068,0.463722751,0.003670855,0.540362654
2,CV196,C8_78.5,TLM,section,temple_sec,pink crystalline limestone,,,-9.745679855,-15.49373913,5.872620742,1.908914028,15.69309031,0.079818331,0.461823987,-0.001817743,11.94760237,0.193630033,0.097998931,0.519405109,0.003430114,0.849310393
2,CV197,C8_82.6,TLM,section,temple_sec,ls mudstone,,,-5.516160488,-13.57635498,393.865542,10.29087203,351.7257206,12.31641818,49.53206279,3.433127024,17.24318109,0.371456204,10.5301162,0.741617916,4.134435557,1.23882662
2,CV198,C8_84.1,TLM,section,temple_sec,sandy grainstone,,,-9.503284454,-15.28216076,99.26273061,9.337962916,52.71614619,4.949678682,12.75817599,0.246999278,25.67529341,8.329519357,2.731153275,0.9273116,0.839316307,0.234761089
1,CV27,C8_86.2,TLM,section,temple_sec,sandy grainstone,,,-9.4248829,-15.50467873,356.4631982,17.26039579,43.37291226,17.3967335,90.65153562,2.300378295,26.17060219,2.238988364,110.8758756,0.929966823,3.918345543,0.730756636
2,CV199,C8_87.2,TLM,section,temple_sec,sandy grainstone,,,-9.275121689,-15.83800697,257.8629819,8.486669667,37.28691301,8.813733043,31.86822892,0.321980846,21.51040181,0.629224594,6.960148212,0.88884636,1.664865971,0.715322057
2,CV200,C8_91.0,TLM,section,temple_sec,sandy grainstone,,,-9.167837143,-15.80129814,174.1888492,9.625119456,29.91188626,9.050260934,27.77302453,1.334387649,23.23841396,2.085368795,6.088375474,0.960060788,3.688380131,0.413996636
2,CV201,C8_92.9,TLM,section,temple_sec,sandy grainstone,,,-9.433534622,-15.62665749,212.1723161,10.8875401,31.83361358,7.058643427,30.43050448,0.634374114,23.64143066,1.90079163,6.75182853,1.011053441,1.400720187,0.674560189
2,CV202,C8_95.0,TLM,section,temple_sec,sandy grainstone,,,-9.414142609,-16.31380463,95.35636555,6.901320431,23.71243411,4.439006612,13.10942625,0.470088231,21.89618685,2.792909722,2.893388109,0.938062109,1.143589545,0.259670846
1,CV28,C8_97.3,TLM,section,temple_sec,sandy grainstone,,,-9.2970314,-15.59991741,66.75635475,6.375974697,18.90259083,2.91548902,15.6794785,0.039302642,20.24309423,2.852911485,18.91330091,0.939420853,0.650500374,0.250254514
2,CV203,C8_98.7,TLM,section,temple_sec,sandy grainstone,,,-7.405174255,-14.96997261,163.4438344,6.472028032,46.51386081,7.162140417,27.80907568,0.114136173,19.98633504,0.679604557,6.053817368,0.771119323,1.880894791,0.27909194
